customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,Repaid
14818,25,115000,MORTGAGE,4.0,VENTURE,C,25000,12.53,0.22,4,No
14819,21,115000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,20000,10.83,0.17,4,No
14820,25,39000,RENT,4.0,HOMEIMPROVEMENT,D,15000,12.92,0.38,2,Yes
14821,25,115200,MORTGAGE,1.0,VENTURE,A,14000,6.62,0.12,3,No
14822,26,115200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,4500,11.97,0.04,2,No
14823,26,46890,RENT,9.0,PERSONAL,C,15000,12.99,0.32,3,Yes
14824,24,115500,MORTGAGE,2.0,EDUCATION,D,3200,16.29,0.03,2,No
14825,26,47000,RENT,7.0,MEDICAL,A,15000,7.9,0.32,4,Yes
14826,24,115500,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,7.75,0.09,4,No
14827,26,115600,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9925,7.29,0.09,4,No
14828,20,115731,MORTGAGE,4.0,DEBTCONSOLIDATION,B,9625,10.74,0.08,3,No
14829,25,115731,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7200,7.14,0.06,4,No
14830,24,115800,MORTGAGE,5.0,PERSONAL,B,12000,10.99,0.1,3,No
14831,24,47000,RENT,8.0,VENTURE,E,15000,18.64,0.32,4,Yes
14832,25,116000,MORTGAGE,0.0,EDUCATION,D,35000,17.58,0.3,4,No
14833,23,116000,MORTGAGE,8.0,EDUCATION,D,15825,15.62,0.14,4,No
14834,22,116000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.25,0.1,4,No
14835,23,47000,RENT,3.0,VENTURE,B,15000,11.48,0.32,4,Yes
14836,25,31000,RENT,2.0,EDUCATION,A,1800,8.32,0.06,2,No
14837,25,116000,MORTGAGE,9.0,VENTURE,B,19950,9.96,0.17,4,No
14838,23,116004,MORTGAGE,1.0,PERSONAL,C,14000,12.99,0.12,2,No
14839,22,33000,RENT,1.0,EDUCATION,A,1800,5.42,0.05,2,No
14840,26,116004,MORTGAGE,11.0,VENTURE,B,20000,12.21,0.17,2,No
14841,23,33195,RENT,5.0,EDUCATION,B,1800,11.99,0.05,4,No
14842,24,26400,OWN,8.0,VENTURE,B,3000,10.59,0.11,2,No
14843,24,33660,RENT,3.0,PERSONAL,A,1800,7.51,0.05,4,No
14844,21,34000,RENT,4.0,EDUCATION,B,1800,11.49,0.05,4,No
14845,22,116700,MORTGAGE,0.0,EDUCATION,A,6000,8.49,0.05,4,No
14846,23,35000,RENT,4.0,EDUCATION,B,1800,10.59,0.05,3,No
14847,23,104736,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,14.11,0.24,2,Yes
14848,24,26400,OWN,4.0,VENTURE,A,9600,7.49,0.36,2,No
14849,24,35000,RENT,0.0,MEDICAL,A,1800,7.14,0.05,2,No
14850,21,26400,OWN,3.0,DEBTCONSOLIDATION,D,3000,14.54,0.11,4,No
14851,24,117000,MORTGAGE,8.0,MEDICAL,A,10800,,0.09,3,No
14852,26,35000,RENT,3.0,MEDICAL,B,1800,11.36,0.05,3,No
14853,22,117000,MORTGAGE,6.0,EDUCATION,A,11000,6.92,0.09,4,No
14854,25,30000,RENT,9.0,MEDICAL,A,1800,8.49,0.06,2,Yes
14855,21,117000,MORTGAGE,3.0,PERSONAL,D,4800,14.54,0.04,4,No
14856,26,26400,OWN,8.0,HOMEIMPROVEMENT,A,8000,5.79,0.3,4,No
14857,26,117000,OWN,10.0,VENTURE,B,7200,10.74,0.06,4,No
14858,23,117000,MORTGAGE,7.0,MEDICAL,B,3700,10.74,0.03,3,No
14859,26,117000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.51,0.05,4,No
14860,26,117000,MORTGAGE,4.0,MEDICAL,A,14400,,0.12,3,No
14861,22,89250,MORTGAGE,3.0,MEDICAL,B,25000,12.53,0.24,4,Yes
14862,23,117000,MORTGAGE,8.0,VENTURE,E,14000,15.68,0.12,4,No
14863,22,26400,OWN,1.0,PERSONAL,C,7300,13.61,0.28,2,No
14864,23,37500,RENT,0.0,DEBTCONSOLIDATION,A,1800,8.94,0.05,4,No
14865,22,117000,MORTGAGE,6.0,EDUCATION,D,7500,13.24,0.06,2,No
14866,25,117014,MORTGAGE,5.0,VENTURE,A,8400,7.29,0.07,4,No
14867,23,117696,MORTGAGE,2.0,EDUCATION,A,15000,6.03,0.13,3,No
14868,24,117996,MORTGAGE,6.0,VENTURE,E,18000,17.04,0.15,3,No
14869,24,118000,MORTGAGE,4.0,VENTURE,A,28000,7.9,0.24,4,No
14870,22,34000,RENT,7.0,EDUCATION,C,1800,,0.05,2,Yes
14871,26,118000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,25000,7.9,0.21,2,No
14872,26,40000,RENT,0.0,VENTURE,C,1800,13.23,0.04,3,No
14873,24,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000,5.42,0.04,2,No
14874,23,90100,MORTGAGE,7.0,MEDICAL,E,21600,,0.2,2,Yes
14875,21,26300,OWN,,MEDICAL,A,7500,6.62,0.29,4,No
14876,25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,0.13,4,No
14877,25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,11.12,0.21,2,No
14878,23,118000,MORTGAGE,4.0,PERSONAL,C,12000,13.11,0.1,3,No
14879,23,47000,RENT,1.0,PERSONAL,C,15000,12.04,0.32,2,Yes
14880,21,118000,OWN,5.0,VENTURE,A,14000,7.88,0.12,3,No
14881,22,26232,OWN,,MEDICAL,A,6000,6.03,0.23,2,No
14882,25,118000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,7.12,0.02,2,No
14883,25,118189,MORTGAGE,9.0,VENTURE,B,25000,11.49,0.21,3,No
14884,22,48000,RENT,6.0,EDUCATION,C,15000,15.96,0.31,3,Yes
14885,25,118443,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900,,0.04,2,No
14886,25,118450,MORTGAGE,,DEBTCONSOLIDATION,B,15000,10.37,0.13,4,No
14887,22,118812,MORTGAGE,6.0,MEDICAL,C,15000,13.35,0.13,2,No
14888,24,42000,RENT,8.0,EDUCATION,C,15000,15.27,0.36,3,Yes
14889,22,119000,MORTGAGE,6.0,PERSONAL,D,35000,16.49,0.29,3,No
14890,22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,19.69,0.22,2,Yes
14891,22,42000,RENT,6.0,MEDICAL,B,15000,9.63,0.36,3,Yes
14892,26,48000,RENT,1.0,PERSONAL,C,15000,,0.31,2,Yes
14893,23,48000,RENT,5.0,EDUCATION,A,15000,6.91,0.31,2,Yes
14894,26,119000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,7.74,0.08,4,No
14895,26,119000,MORTGAGE,6.0,VENTURE,D,15000,14.42,0.13,2,No
14896,23,119496,MORTGAGE,7.0,EDUCATION,A,12000,7.88,0.1,4,No
14897,23,119500,MORTGAGE,4.0,PERSONAL,A,24000,7.51,0.2,2,No
14898,24,119500,OWN,8.0,HOMEIMPROVEMENT,B,3500,12.18,0.03,2,No
14899,22,26000,OWN,2.0,EDUCATION,A,7100,7.49,0.27,2,No
14900,25,120000,MORTGAGE,4.0,EDUCATION,B,10000,9.91,0.08,4,No
14901,25,48000,RENT,9.0,PERSONAL,B,15000,,0.31,2,Yes
14902,23,48000,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.75,0.31,3,Yes
14903,22,48000,RENT,6.0,EDUCATION,A,15000,7.51,0.31,2,Yes
14904,21,48000,RENT,1.0,PERSONAL,B,15000,11.48,0.31,3,Yes
14905,24,120000,MORTGAGE,8.0,EDUCATION,A,10000,6.03,0.08,4,No
14906,26,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,23000,6.62,0.19,3,No
14907,22,48000,RENT,5.0,MEDICAL,B,15000,11.89,0.31,4,Yes
14908,24,120000,MORTGAGE,8.0,VENTURE,A,20000,7.9,0.17,4,No
14909,22,120000,MORTGAGE,,EDUCATION,A,6000,8.9,0.05,3,No
14910,26,120000,MORTGAGE,,VENTURE,B,25000,12.69,0.21,2,No
14911,23,120000,MORTGAGE,7.0,VENTURE,B,4400,11.71,0.04,3,No
14912,23,48800,RENT,3.0,EDUCATION,B,15000,11.36,0.31,4,Yes
14913,25,43000,RENT,9.0,MEDICAL,D,15000,15.57,0.35,3,Yes
14914,25,49000,RENT,5.0,MEDICAL,B,15000,12.18,0.31,4,Yes
14915,24,49812,RENT,4.0,MEDICAL,A,15000,6.17,0.3,3,No
14916,25,120000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3000,14.27,0.03,4,No
14917,22,120000,MORTGAGE,6.0,EDUCATION,B,8000,12.69,0.07,2,No
14918,22,120000,MORTGAGE,3.0,PERSONAL,B,8900,11.71,0.07,2,No
14919,22,50000,RENT,6.0,EDUCATION,A,15000,6.03,0.3,2,No
14920,25,120000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,21000,7.9,0.17,2,No
14921,25,120000,MORTGAGE,5.0,PERSONAL,A,28000,7.9,0.23,2,No
14922,23,120000,MORTGAGE,4.0,EDUCATION,B,2400,12.42,0.02,3,No
14923,25,120000,MORTGAGE,7.0,EDUCATION,C,15000,14.65,0.13,4,No
14924,23,108000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,10000,,0.09,2,Yes
14925,26,50000,RENT,3.0,EDUCATION,B,15000,9.91,0.3,3,No
14926,24,50000,RENT,0.0,EDUCATION,C,15000,13.49,0.3,4,No
14927,25,120000,MORTGAGE,5.0,MEDICAL,A,10000,6.62,0.08,3,No
14928,24,25920,OWN,4.0,EDUCATION,D,3250,15.99,0.13,4,No
14929,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,9.91,0.08,3,No
14930,23,120000,MORTGAGE,8.0,EDUCATION,B,4000,10.65,0.03,2,No
14931,22,25899,OWN,7.0,VENTURE,B,6250,12.69,0.24,2,No
14932,23,120000,MORTGAGE,3.0,VENTURE,A,5000,8.9,0.04,4,No
14933,24,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7000,15.62,0.06,2,No
14934,25,120000,MORTGAGE,9.0,MEDICAL,A,5000,8.49,0.04,3,No
14935,26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5600,13.49,0.05,3,No
14936,23,120000,MORTGAGE,7.0,MEDICAL,A,8500,5.42,0.07,4,No
14937,22,44000,RENT,5.0,HOMEIMPROVEMENT,B,15000,11.11,0.34,3,Yes
14938,23,120000,MORTGAGE,3.0,MEDICAL,B,30000,11.49,0.25,4,No
14939,22,120000,MORTGAGE,0.0,EDUCATION,D,16800,15.62,0.14,4,No
14940,26,120000,MORTGAGE,11.0,VENTURE,A,10000,5.99,0.08,4,No
14941,23,50000,RENT,7.0,PERSONAL,B,15000,10.37,0.3,3,No
14942,24,120000,MORTGAGE,8.0,PERSONAL,B,8575,,0.07,3,No
14943,24,91800,OWN,8.0,MEDICAL,E,10000,19.29,0.09,2,Yes
14944,26,108000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,11.49,0.14,3,Yes
14945,25,120000,MORTGAGE,9.0,PERSONAL,C,21000,13.49,0.17,4,No
14946,23,120000,MORTGAGE,7.0,EDUCATION,A,12000,5.42,0.1,3,No
14947,25,120000,MORTGAGE,2.0,PERSONAL,F,10000,20.99,0.08,4,No
14948,22,120000,MORTGAGE,3.0,MEDICAL,C,5000,14.79,0.04,2,No
14949,24,120000,MORTGAGE,9.0,EDUCATION,B,20000,9.99,0.17,4,No
14950,24,120000,OWN,8.0,EDUCATION,A,5275,5.42,0.04,4,No
14951,23,120000,MORTGAGE,7.0,MEDICAL,A,6000,6.99,0.05,3,No
14952,23,50000,RENT,1.0,VENTURE,C,15000,13.61,0.3,3,No
14953,22,120000,MORTGAGE,6.0,VENTURE,A,12000,7.49,0.1,4,No
14954,24,120000,MORTGAGE,5.0,PERSONAL,A,16000,6.99,0.13,4,No
14955,23,50000,RENT,7.0,PERSONAL,A,15000,7.88,0.3,4,No
14956,24,91800,MORTGAGE,8.0,MEDICAL,D,5000,15.99,0.05,2,Yes
14957,23,120000,MORTGAGE,5.0,MEDICAL,B,6000,9.99,0.05,3,No
14958,25,44000,RENT,1.0,EDUCATION,D,15000,14.59,0.34,4,Yes
14959,24,50000,RENT,2.0,VENTURE,B,15000,11.36,0.3,2,No
14960,24,120000,MORTGAGE,3.0,MEDICAL,A,4800,5.99,0.04,4,No
14961,24,120000,MORTGAGE,8.0,PERSONAL,C,20000,12.99,0.17,2,No
14962,23,120000,OWN,7.0,VENTURE,B,3600,10.59,0.03,4,No
14963,22,120000,MORTGAGE,3.0,MEDICAL,A,22000,7.49,0.18,3,No
14964,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3750,5.42,0.03,3,No
14965,26,120000,MORTGAGE,5.0,EDUCATION,B,13000,10.99,0.11,2,No
14966,25,120000,MORTGAGE,7.0,MEDICAL,A,14500,7.49,0.12,4,No
14967,26,120000,MORTGAGE,10.0,MEDICAL,C,5000,13.49,0.04,2,No
14968,26,120000,MORTGAGE,5.0,EDUCATION,A,8000,7.29,0.07,2,No
14969,25,120000,MORTGAGE,9.0,PERSONAL,A,10000,5.42,0.08,4,No
14970,26,50004,RENT,3.0,VENTURE,C,15000,13.72,0.3,4,No
14971,22,50004,RENT,6.0,VENTURE,D,15000,15.05,0.3,2,No
14972,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,,0.13,4,No
14973,23,120000,MORTGAGE,7.0,EDUCATION,B,18225,,0.15,3,No
14974,24,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,14000,10.74,0.12,3,No
14975,22,44172,RENT,4.0,PERSONAL,B,15000,10.37,0.34,3,Yes
14976,26,50400,RENT,10.0,HOMEIMPROVEMENT,B,15000,10.75,0.3,2,No
14977,25,120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,28000,10.74,0.23,3,No
14978,25,50500,RENT,4.0,VENTURE,B,15000,11.14,0.3,4,No
14979,25,120000,MORTGAGE,9.0,PERSONAL,B,10000,10.37,0.08,3,No
14980,26,120000,MORTGAGE,10.0,MEDICAL,A,10000,5.42,0.08,2,No
14981,26,120000,MORTGAGE,0.0,EDUCATION,A,6000,,0.05,2,No
14982,22,120000,MORTGAGE,2.0,EDUCATION,A,17400,7.66,0.14,2,No
14983,22,51000,RENT,6.0,DEBTCONSOLIDATION,B,15000,11.11,0.29,4,No
14984,23,120000,MORTGAGE,7.0,VENTURE,C,6000,13.06,0.05,4,No
14985,25,25000,OWN,9.0,VENTURE,A,6000,7.51,0.24,2,No
14986,24,51000,RENT,6.0,MEDICAL,B,15000,11.12,0.29,3,No
14987,23,120000,MORTGAGE,2.0,PERSONAL,D,24250,16.02,0.2,4,No
14988,25,51000,RENT,1.0,VENTURE,C,15000,13.48,0.29,4,No
14989,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,16000,10.37,0.13,3,No
14990,24,120000,OWN,8.0,PERSONAL,D,15000,15.28,0.13,3,No
14991,25,120000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,,0.08,2,No
14992,25,120000,MORTGAGE,2.0,EDUCATION,B,13000,9.99,0.11,4,No
14993,26,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,,0.21,3,No
14994,26,91800,MORTGAGE,10.0,MEDICAL,E,10000,16.32,0.09,4,Yes
14995,24,51500,RENT,8.0,EDUCATION,A,15000,8.49,0.29,2,No
14996,22,25000,OWN,,VENTURE,A,5000,6.03,0.2,2,No
14997,25,25000,OWN,,EDUCATION,A,8500,6.03,0.34,2,No
14998,24,51996,RENT,2.0,MEDICAL,C,15000,13.22,0.29,3,No
14999,26,120000,MORTGAGE,2.0,EDUCATION,A,10000,5.42,0.08,4,No
15000,24,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,8400,13.72,0.07,2,No
15001,23,46000,RENT,3.0,MEDICAL,D,15000,16.0,0.33,4,Yes
15002,23,52000,RENT,7.0,VENTURE,C,15000,14.26,0.29,3,No
15003,24,120000,MORTGAGE,0.0,EDUCATION,D,25000,15.2,0.21,3,No
15004,25,52000,RENT,4.0,EDUCATION,B,15000,12.18,0.29,4,No
15005,25,120000,MORTGAGE,9.0,PERSONAL,C,25000,13.72,0.21,3,No
15006,25,120000,MORTGAGE,7.0,MEDICAL,A,4000,5.42,0.03,3,No
15007,22,52500,RENT,2.0,EDUCATION,B,15000,10.37,0.29,3,No
15008,25,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,9500,5.42,0.08,2,No
15009,23,108000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4000,,0.04,2,Yes
15010,23,120000,MORTGAGE,5.0,EDUCATION,A,14000,,0.12,3,No
15011,24,120000,MORTGAGE,1.0,MEDICAL,A,3000,6.39,0.03,3,No
15012,23,120000,MORTGAGE,,VENTURE,A,10000,,0.08,2,No
15013,23,120000,MORTGAGE,2.0,EDUCATION,A,6000,6.76,0.05,3,No
15014,23,120000,MORTGAGE,7.0,EDUCATION,C,8000,13.61,0.07,2,No
15015,24,91800,MORTGAGE,8.0,MEDICAL,D,15000,16.32,0.14,2,Yes
15016,22,52596,RENT,1.0,PERSONAL,B,15000,10.74,0.29,2,No
15017,26,120000,MORTGAGE,3.0,PERSONAL,A,4600,6.39,0.04,2,No
15018,23,120000,MORTGAGE,8.0,MEDICAL,A,10000,7.88,0.08,2,No
15019,26,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000,7.14,0.03,3,No
15020,24,23000,RENT,2.0,EDUCATION,C,1600,,0.07,2,No
15021,23,120000,MORTGAGE,7.0,EDUCATION,A,10000,7.51,0.08,3,No
15022,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900,7.14,0.04,4,No
15023,24,23000,RENT,2.0,EDUCATION,A,1600,7.68,0.07,2,No
15024,25,25000,RENT,1.0,DEBTCONSOLIDATION,B,1600,9.99,0.06,3,No
15025,24,120000,MORTGAGE,2.0,PERSONAL,A,12000,7.51,0.1,3,No
15026,25,25000,RENT,4.0,MEDICAL,C,1600,12.98,0.06,3,No
15027,24,25000,RENT,3.0,PERSONAL,C,1600,12.53,0.06,3,No
15028,26,25200,RENT,0.0,VENTURE,C,1600,,0.06,2,No
15029,23,26000,RENT,1.0,PERSONAL,D,1600,16.29,0.06,3,Yes
15030,25,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,6.76,0.05,3,No
15031,26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,10000,14.59,0.08,2,No
15032,22,26880,RENT,2.0,DEBTCONSOLIDATION,B,1600,11.12,0.06,2,No
15033,22,28150,RENT,0.0,MEDICAL,A,1600,6.39,0.06,4,No
15034,25,28800,RENT,2.0,MEDICAL,A,1600,6.62,0.06,2,No
15035,23,29124,RENT,3.0,EDUCATION,B,1600,10.83,0.05,4,No
15036,26,120000,MORTGAGE,10.0,PERSONAL,C,10000,12.73,0.08,3,No
15037,26,120000,OWN,10.0,PERSONAL,C,15000,13.11,0.13,4,No
15038,25,30000,RENT,8.0,PERSONAL,D,1600,16.29,0.05,3,No
15039,24,91800,MORTGAGE,0.0,MEDICAL,C,16000,14.22,0.15,4,Yes
15040,21,120000,MORTGAGE,5.0,VENTURE,B,15000,10.25,0.13,2,No
15041,22,31000,RENT,2.0,MEDICAL,A,1600,9.32,0.05,3,No
15042,26,120000,MORTGAGE,0.0,PERSONAL,C,20000,13.85,0.17,3,No
15043,23,120000,MORTGAGE,0.0,PERSONAL,D,25000,15.31,0.21,3,No
15044,24,120000,OWN,8.0,HOMEIMPROVEMENT,C,21000,14.26,0.17,2,No
15045,25,25000,OWN,4.0,MEDICAL,C,17500,14.22,0.7,2,No
15046,26,25000,OWN,1.0,EDUCATION,B,5000,9.88,0.2,3,No
15047,23,29000,RENT,0.0,DEBTCONSOLIDATION,A,1600,7.88,0.06,3,Yes
15048,24,37500,RENT,2.0,DEBTCONSOLIDATION,C,1600,11.03,0.04,3,No
15049,26,32000,RENT,5.0,VENTURE,D,1600,14.46,0.05,3,Yes
15050,23,120000,MORTGAGE,8.0,VENTURE,A,14000,8.94,0.12,3,No
15051,25,25000,OWN,4.0,VENTURE,B,2000,10.99,0.08,3,No
15052,22,25000,OWN,6.0,VENTURE,A,13000,7.88,0.52,3,No
15053,23,120000,MORTGAGE,0.0,PERSONAL,A,17000,8.94,0.14,2,No
15054,24,32400,RENT,0.0,EDUCATION,C,1600,13.98,0.05,3,Yes
15055,25,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,20000,,0.17,2,No
15056,22,120000,MORTGAGE,5.0,MEDICAL,A,18000,8.94,0.15,3,No
15057,26,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,16000,8.94,0.13,2,No
15058,22,120000,MORTGAGE,3.0,MEDICAL,C,9600,13.22,0.08,4,No
15059,26,120000,MORTGAGE,1.0,HOMEIMPROVEMENT,E,20000,17.74,0.17,3,No
15060,24,120000,MORTGAGE,8.0,PERSONAL,A,16000,,0.13,3,No
15061,24,120000,MORTGAGE,1.0,EDUCATION,F,25000,18.53,0.21,2,No
15062,23,25000,OWN,1.0,EDUCATION,A,8000,8.59,0.32,3,No
15063,26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,20000,13.79,0.17,4,No
15064,23,45000,RENT,6.0,VENTURE,B,1600,10.08,0.04,4,No
15065,23,48000,RENT,4.0,EDUCATION,C,1600,13.98,0.03,3,No
15066,24,120000,MORTGAGE,0.0,VENTURE,B,15200,12.21,0.13,2,No
15067,22,48000,RENT,1.0,MEDICAL,C,1600,14.26,0.03,4,No
15068,23,108000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,18000,11.26,0.17,2,Yes
15069,23,53616,RENT,6.0,EDUCATION,B,1600,12.42,0.03,4,No
15070,23,120000,MORTGAGE,7.0,MEDICAL,B,20000,12.21,0.17,3,No
15071,24,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,16000,9.63,0.13,2,No
15072,21,51000,RENT,5.0,VENTURE,D,1600,15.62,0.03,4,Yes
15073,23,60000,RENT,1.0,MEDICAL,C,1600,13.99,0.03,4,No
15074,24,120000,MORTGAGE,7.0,EDUCATION,B,2500,,0.02,3,No
15075,21,54000,RENT,0.0,VENTURE,D,1600,14.96,0.03,4,Yes
15076,24,62000,RENT,1.0,MEDICAL,C,1600,13.85,0.03,4,No
15077,25,120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,20000,11.14,0.17,4,No
15078,24,108000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,13.99,0.23,2,Yes
15079,26,120000,MORTGAGE,7.0,HOMEIMPROVEMENT,F,25000,15.76,0.21,4,No
15080,23,120000,MORTGAGE,0.0,EDUCATION,C,23000,11.03,0.19,2,No
15081,26,120000,MORTGAGE,8.0,EDUCATION,B,25000,9.76,0.21,3,No
15082,24,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9500,11.66,0.08,2,No
15083,25,120000,OWN,3.0,EDUCATION,B,3000,10.14,0.03,3,No
15084,23,70000,RENT,7.0,DEBTCONSOLIDATION,B,1600,11.14,0.02,4,No
15085,22,82000,RENT,2.0,EDUCATION,B,1600,11.89,0.02,2,No
15086,22,24996,OWN,2.0,PERSONAL,B,13000,8.88,0.52,4,No
15087,24,120155,MORTGAGE,4.0,EDUCATION,A,12000,,0.1,4,No
15088,25,12732,RENT,,HOMEIMPROVEMENT,C,1550,15.27,0.12,2,Yes
15089,22,120456,MORTGAGE,6.0,EDUCATION,D,20000,14.96,0.17,2,No
15090,21,24996,OWN,5.0,VENTURE,A,5000,7.51,0.2,2,No
15091,22,34480,RENT,4.0,VENTURE,D,1550,15.21,0.04,3,No
15092,25,120775,OWN,9.0,EDUCATION,C,15000,13.11,0.12,4,No
15093,26,26989,RENT,2.0,MEDICAL,C,1525,15.23,0.06,3,No
15094,25,121000,MORTGAGE,9.0,MEDICAL,B,13600,11.99,0.11,2,No
15095,25,121000,MORTGAGE,6.0,VENTURE,B,13000,,0.11,2,No
15096,23,121000,MORTGAGE,4.0,PERSONAL,A,3600,5.79,0.03,4,No
15097,24,121000,MORTGAGE,0.0,EDUCATION,B,20400,10.75,0.17,2,No
15098,22,12000,RENT,1.0,VENTURE,A,1500,6.99,0.13,2,No
15099,25,121000,MORTGAGE,1.0,EDUCATION,B,3600,11.83,0.03,3,No
15100,23,24972,OWN,,VENTURE,B,2600,11.86,0.1,4,No
15101,23,14000,RENT,0.0,DEBTCONSOLIDATION,C,1500,,0.11,4,No
15102,21,121352,MORTGAGE,5.0,DEBTCONSOLIDATION,C,7750,,0.06,4,No
15103,23,14088,RENT,2.0,MEDICAL,B,1500,8.88,0.11,2,No
15104,25,121680,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.37,0.12,3,No
15105,22,24960,OWN,,PERSONAL,A,4525,7.51,0.18,4,No
15106,25,14400,RENT,0.0,VENTURE,C,1500,12.99,0.1,2,Yes
15107,23,122000,MORTGAGE,7.0,EDUCATION,C,16000,13.49,0.13,2,No
15108,25,24864,OWN,9.0,VENTURE,B,9000,,0.36,3,No
15109,25,110000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,12000,15.99,0.11,3,Yes
15110,22,24744,OWN,5.0,VENTURE,B,5000,11.89,0.2,2,No
15111,22,122000,MORTGAGE,6.0,MEDICAL,A,6000,6.92,0.05,2,No
15112,25,122000,MORTGAGE,1.0,PERSONAL,C,35000,13.8,0.29,3,No
15113,23,122000,MORTGAGE,5.0,PERSONAL,A,12000,7.29,0.1,3,No
15114,22,24605,OWN,3.0,VENTURE,C,10000,,0.41,2,No
15115,26,122000,MORTGAGE,4.0,EDUCATION,C,4800,,0.04,3,No
15116,22,24600,OWN,1.0,PERSONAL,B,4750,10.0,0.19,4,No
15117,25,122000,MORTGAGE,9.0,PERSONAL,C,20000,13.23,0.16,4,No
15118,26,14400,RENT,1.0,PERSONAL,B,1500,9.25,0.1,4,No
15119,21,15600,RENT,2.0,EDUCATION,B,1500,11.86,0.1,2,No
15120,26,122000,MORTGAGE,10.0,PERSONAL,A,6000,7.51,0.05,2,No
15121,25,122000,MORTGAGE,8.0,PERSONAL,C,10000,13.57,0.08,4,No
15122,25,122000,MORTGAGE,1.0,MEDICAL,A,10000,8.94,0.08,4,No
15123,21,15874,RENT,,EDUCATION,B,1500,,0.09,3,No
15124,23,122004,MORTGAGE,7.0,EDUCATION,B,11200,10.99,0.09,3,No
15125,25,16200,RENT,2.0,MEDICAL,A,1500,6.91,0.09,4,No
15126,21,17000,RENT,0.0,DEBTCONSOLIDATION,E,1500,18.64,0.09,2,Yes
15127,24,94102,MORTGAGE,8.0,MEDICAL,C,8475,12.99,0.08,4,Yes
15128,22,18000,RENT,0.0,HOMEIMPROVEMENT,E,1500,18.64,0.08,2,Yes
15129,24,123000,MORTGAGE,6.0,PERSONAL,C,8000,12.68,0.07,4,No
15130,22,123000,MORTGAGE,6.0,EDUCATION,A,7000,7.51,0.06,4,No
15131,24,123000,MORTGAGE,6.0,PERSONAL,B,4750,10.99,0.04,3,No
15132,21,18000,RENT,6.0,DEBTCONSOLIDATION,C,1500,12.61,0.08,2,No
15133,26,18000,RENT,0.0,EDUCATION,B,1500,11.36,0.08,2,No
15134,21,18000,RENT,3.0,PERSONAL,C,1500,12.87,0.08,4,No
15135,26,111917,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,15.31,0.22,3,Yes
